ID,Name,Cuisine,Delivery_rating,Dining_rating,Overall_rating,Area,Offer,Votes,Featured
18764015,Qizo,"Chinese, Pizza, Italian, North Indian, Finger Food",3.5,4.2,3.9,"Sector 26, Chandigarh",Pro - Get 20% off,"1,186",NO
19271898,Prankster,"Fast Food, North Indian, Desserts, Beverages, Asian, Street Food",3.9,4.2,4.1,"Sector 26, Chandigarh",Pro - Get 15% off,928,NO
18247044,The Great Bear,"North Indian, Italian, Continental, Biryani, Pizza, Desserts",,4.7,4.7,"Sector 26, Chandigarh",,"2,214",NO
19202636,The Finch,"North Indian, Italian, Biryani, Chinese, Continental, Mughlai, Finger Food",4.2,4.3,4.3,"Sector 26, Chandigarh",Pro - Get 20% off,507,NO
19094714,Raj Kumar Prantha Wala,North Indian,4.0,3.1,3.6,"Dhakoli, Zirakpur",,320,NO
19580491,Domnics Pizza,"Pizza, Fast Food, Beverages",3.9,3.5,3.7,"Kharar Road, Mohali",,"1,034",NO
20149194,Burger Singh - Big Punjabi Burgers,"Burger, Fast Food, Beverages",3.9,4.3,4.1,"Elante Mall, Chandigarh Industrial Area, Chandigarh",,568,NO
19668902,AJA Honestly Good Food,"Cafe, Asian, Pizza, Salad, Mexican, Burger, Juices, Coffee",4.2,3.0,3.6,"Sector 5, Panchkula",,357,NO
19677739,Pizza's Point,"Pizza, Fast Food",4.0,3.8,3.9,"Kharar Road, Mohali",,570,NO
18819666,Amritsari Food Platter,"North Indian, Chinese, Fast Food, Shake, Beverages",4.0,3.5,3.8,"Kharar Road, Mohali",,"8,157",NO
121602,Kathmandu Chinese Fast Food,"Chinese, Fast Food, Pasta",3.8,4.1,4.0,"Sector 15, Chandigarh",,25.3K,NO
120014,Barbeque Nation,"North Indian, Chinese, Ice Cream, Desserts, Beverages",4.0,4.9,4.5,"Sector 26, Chandigarh",,"3,500",NO
123794,Chandigarh Rasoi,"North Indian, Chinese, Fast Food",4.0,3.7,3.9,"Sector 46, Chandigarh",,"9,902",NO
122250,Awadh,"North Indian, Mughlai, Biryani, Kebab, Desserts",3.8,3.8,3.8,"Kharar Road, Mohali",,"9,032",NO
19637409,Chaishq Cafe,"Fast Food, Street Food, Tea, Beverages",4.2,3.5,3.9,"Kharar Road, Mohali",,361,NO
19058063,Bistro 1427,"Cafe, North Indian, Chinese, Fast Food, Asian, Desserts, Pizza, Shake",3.7,4.4,4.1,"Sector 5, Panchkula",,"1,433",NO
19370231,Caffe Tonino,"Italian, Continental, Beverages",4.0,3.9,4.0,"Sector 8, Chandigarh",,169,NO
122301,Midpoint Cafe,"Cafe, Sandwich, Pizza, Burger, Pasta, Continental, Fast Food, Beverages",4.2,4.4,4.3,"Sector 21, Chandigarh",,13.3K,NO
121765,Scola,"Coffee, Healthy Food, Mexican, Italian, Seafood, Pizza, Beverages",4.0,4.4,4.2,"Sector 7, Chandigarh",Pro - Get 20% off,"1,101",NO
120219,OvenFresh,"Cafe, Fast Food, Pizza, American, Desserts, Bakery, Beverages, Shake",,4.6,4.6,"Sector 35, Chandigarh",,"1,742",NO
19427135,Shore Front Resort,"Biryani, North Indian, Mughlai, Chinese, Andhra, Beverages",4.1,3.8,4.0,"Rushikonda, Vizag",Pro - Get 20% off,303,Featured
19287072,Viyyalavaari Vindu,"South Indian, Biryani, Chinese, North Indian, Bihari",3.9,3.5,3.7,"Gajuwaka, Vizag",,"4,678",NO
18745601,Visakha Bhunia Fast Food Restaurant,"Biryani, Chinese, Fast Food",4.0,4.0,4.0,"Maddilapalem, Vizag",,"5,843",NO
2801159,Celebrations Restaurant,"Biryani, North Indian, Andhra, Chinese, Beverages, Shake, Ice Cream, Kebab",4.1,4.1,4.1,"Pendurthi, Vizag",,585,NO
2800838,Cake Walk Bakery,"Bakery, Pizza, Chinese, Desserts, Shake",4.1,3.8,4.0,"Gopalapatnam, Vizag",Pro - Get 20% off,10.5K,NO
19552356,Foodies Dine,"Biryani, North Indian, Chinese, Desserts, Mughlai, Seafood, Shake",4.0,3.6,3.8,"Dwaraka Nagar, Vizag",,574,NO
19232486,Arabian Spices,"Biryani, Mughlai, North Indian, Chinese",3.6,3.4,3.5,"Madhurawada, Vizag",Pro - Get 20% off,"4,016",NO
19704591,72 Biryanis,"Chinese, Biryani, Andhra, North Indian, Kebab",4.1,3.4,3.8,"Madhavadhara, Vizag",,734,NO
19631652,Charminar Chowrasta,"Chinese, Fast Food, North Indian, Biryani, Desserts, Shake",3.3,3.7,3.5,"Madhurawada, Vizag",Pro - Get 20% off,"1,486",NO
19557511,Lucky Tiffins,South Indian,4.1,,4.1,"MVP Colony, Vizag",,831,NO
18757190,Aadaab Restaurant,"Biryani, North Indian, Chinese, South Indian",3.8,4.0,3.9,"Nad Junction, Vizag",,12K,NO
2801682,Somaa Restobar,"Biryani, Andhra, Chinese, Continental, Hyderabadi, Beverages, North Indian, Kebab",4.0,4.0,4.0,"Asilmetta, Vizag",,"1,881",NO
2801131,Kava - Fairfield By Marriott,"Continental, North Indian, Oriental, Desserts",3.5,4.1,3.8,"Marripalem, Vizag",Pro - Get 20% off,614,NO
19975050,The Red Box,"Chinese, Momos, Thai, Asian",3.9,3.1,3.5,"Madhurawada, Vizag",,963,NO
19842024,The Executive Kitchen,"Biryani, Chinese, North Indian, Pizza, Burger, Fast Food, Roast Chicken, South Indian",3.8,3.6,3.7,"Nad Junction, Vizag",,301,NO
19143806,New Manikanta Parlour,South Indian,4.3,3.5,3.9,"Anakapalle Locality, Visakhapatnam",,"3,011",NO
18924494,Babji Noodles Point,"Chinese, Rolls",3.5,4.2,3.9,"MVP Colony, Vizag",,"9,580",NO
19866324,Shawarminos,"North Indian, Chinese, Biryani, Kebab, BBQ",4.1,3.5,3.8,"Kurmannapalem, Vizag",,138,NO
19794072,Seven Spices,"Biryani, Chinese, North Indian, Fast Food",3.9,3.3,3.6,"Nad Junction, Vizag",Pro - Get 20% off,826,NO
2800398,Real Deepak Punjabi Dhaba,"North Indian, Biryani, Chinese",4.0,4.0,4.0,"Ram Nagar, Vizag",,"8,361",NO
19075838,The Port Hotel,"Chinese, North Indian, Biryani",4.2,4.0,4.1,"Allipuram, Vizag",,366,NO
2801630,Creme Shakes,"Shake, Desserts, Beverages",4.3,3.9,4.1,"Nad Junction, Vizag",Pro - Get 25% off,"4,883",NO
19246356,Siva Rama Parlour,South Indian,3.7,,3.7,"Nad Junction, Vizag",,"1,655",NO
2801153,Gluttons Garage,"Cafe, Healthy Food, Continental, Shake",3.6,3.9,3.8,"Kirlampudi Layout, Vizag",,"3,050",NO
18512384,Brew 'n' Bistro,"Italian, Pizza, Burger, Continental, Shake",3.8,3.8,3.8,"Lawsons Bay, Vizag",,"1,427",NO
2801429,Happyoi,"Cafe, Fast Food, Chinese, Beverages",4.2,4.1,4.2,"Vishalaksmi Nagar, Vizag",,"2,962",NO
19115226,Gypsy Resto Cafe,"Cafe, Continental, North Indian, Italian, Chinese, Fast Food, Beverages",4.2,3.9,4.1,"Sagar Nagar, Vizag",,685,NO
19547867,Cafe Coastal,"South Indian, North Indian, Chinese, Beverages",3.9,3.8,3.9,"Balayya Sastri Layout, Vizag",,634,NO
